Contract ID,Project ID,Project Title,Contract No,Procurement Group,Country,No Objection Date,Team Leader,Procurement Method,Borrower Contract Reference,Signing Date,Total Contract Amount,Review Type
1881008,P167156,Nigeria: Improved Child Survival Program for Human Capital MPA,1881008,Works,Nigeria,"April 16, 2026",Onoriode Ezire,Request for Bids,NG-CROSS RIVER STATE IM-458077-CW-RFB,"January 9, 2025",1040756.65,Post
1881009,P172657,Improving Learning and Empowering Girls in Mozambique,1881009,Consultant Services,Mozambique,"April 16, 2026",Lucia Jose Nhampossa,Quality And Cost-Based Selection,13/CS/QCBS/ILEGP/24,"January 30, 2026",76688.89,Prior
1881010,P167156,Nigeria: Improved Child Survival Program for Human Capital MPA,1881010,Works,Nigeria,"April 16, 2026",Onoriode Ezire,Request for Bids,NG-CROSS RIVER STATE IM-458077-CW-RFB,"January 9, 2025",1279999.22,Post
1881011,P171316,Growing Up and Learning Together: Comprehensive Early Childhood Development in El Salvador,1881011,Works,El Salvador,"April 16, 2026",Isy Faingold Vigil,Request for Bids,3.2.1.1.2 BIS,"April 9, 2025",1196867.38,Prior
1881013,P178567,Piauí Health and Social Protection Development Project,1881013,Consultant Services,Brazil,"April 16, 2026",Daniela Pena De Lima,Individual Consultant Selection,SASC-18 CI NUTRICIONISTA COMP. 03,"March 12, 2026",2403.87,Post
1881012,P172657,Improving Learning and Empowering Girls in Mozambique,1881012,Consultant Services,World,"April 16, 2026",Lucia Jose Nhampossa,Direct Selection,60-R/DC/CS-UN/ILEGP/24,"July 17, 2025",1499136.34,Prior
1881014,P169405,"Sustainable Procurement, Environmental and Social Standards Enhancement Project (SPESSE)",1881014,Goods,Nigeria,"April 16, 2026",Ishtiak Siddique,Request for Quotations,NG-BPP SPESSE-518393-GO-RFQ,"December 30, 2025",42842.14,Post
1881015,P161915,Sustainable Cities Project 2,1881015,Consultant Services,India,"April 16, 2026",Xueman Wang,Consultant Qualification Selection,GOLBASI-C1,"October 6, 2025",166804.8,Post
1881016,P147158,Paraiba Sustainable Rural Development,1881016,Goods,Brazil,"April 16, 2026",Leonardo Bichara Rocha,Request for Quotations,BR-COOPERAR - PB-484524-GO-RFQ,"July 21, 2025",6600.63,Post
1881017,P164293,Burkina Faso Higher Education Support Project,1881017,Works,Burkina Faso,"April 16, 2026",Amina Debissa Denboba,Direct Selection,BF-PAES-407460-CW-DIR,"July 17, 2024",698318.47,Post
1881018,P156239,CO Plan PAZcifico:Water Supply and Basic Sanitation Infrastructure and Service Delivery Project,1881018,Consultant Services,Colombia,"April 16, 2026",Daniela Villalba,Individual Consultant Selection,57833-PTSP-010-2026,"February 26, 2026",4836.27,Post
1881020,P165017,Second Rwanda Urban Development Project,1881020,Consultant Services,Rwanda,"April 16, 2026",Sheila W. Kamunyori,Direct Selection,RW-REMA-478806-CS-QCBS,"July 31, 2025",60555.05,Post
1881023,P164293,Burkina Faso Higher Education Support Project,1881023,Works,Burkina Faso,"April 16, 2026",Amina Debissa Denboba,Request for Bids,BF-PAES-343982-CW-RFB,"September 23, 2023",64535.05,Post
1881021,P162594,Multipurpose Cadaster Project,1881021,Consultant Services,Colombia,"April 16, 2026",Ivonne Astrid Moreno Horta,Individual Consultant Selection,CO-ANT-467377-CS-INDV,"July 21, 2025",11534.17,Post
1881022,P167794,"One WASH—Consolidated Water Supply, Sanitation, and Hygiene Account Project (One WASH—CWA)",1881022,Works,Ethiopia,"April 16, 2026",Taibou Adamou Maiga,Request for Quotations,ET-OROMIA WERDB-522990-CW-RFQ,"February 19, 2026",10927.54,Post
1881025,P151224,Second Water Sector Institutional Development Project,1881025,Goods,Angola,"April 16, 2026",Marco Antonio Aguero,Request for Quotations,181G3/ BÍE/EPAS/25,"June 3, 2025",183867.3,Post
1881024,P178040,Angola Strengthening Governance for Enhanced Service Delivery Project,1881024,Consultant Services,Angola,"April 16, 2026",Eduardo Andres Estrada,Quality And Cost-Based Selection,64/C2/C/PROFOGMEPS/24,"April 7, 2026",799865.0,Prior
1881026,P151224,Second Water Sector Institutional Development Project,1881026,Goods,Angola,"April 16, 2026",Marco Antonio Aguero,Request for Quotations,184G3/BÍE/EPAS/25,"June 3, 2025",144487.11,Post
1881027,P162833,Improving the Performance of Non-Criminal Justice Services,1881027,Consultant Services,Peru,"April 16, 2026",Ruben Leonel Ruano Chinchilla,Individual Consultant Selection,PE-PJ-504141-CS-INDV,"September 11, 2025",27554.14,Post
1881028,P164293,Burkina Faso Higher Education Support Project,1881028,Goods,Burkina Faso,"April 16, 2026",Amina Debissa Denboba,Request for Quotations,BF-PAES-407388-GO-RFQ,"April 29, 2024",9818.99,Post
1881029,P175237,Agro-Climatic Resilience in Semi-Arid Landscapes (ACReSAL),1881029,Works,Nigeria,"April 16, 2026",Iganya Joy Agene,Request for Bids,NG-NASARAWA STATE ACRES-457975-CW-RFQ,"April 7, 2026",314237.28,Post
1881030,P162594,Multipurpose Cadaster Project,1881030,Consultant Services,Colombia,"April 16, 2026",Ivonne Astrid Moreno Horta,Individual Consultant Selection,CO-ANT-467377-CS-INDV,"May 22, 2025",15378.9,Post
1881031,P180244,WEST AFRICA FOOD SYSTEM RESILIENCE PROGRAM (FSRP) PHASE 3,1881031,Consultant Services,Mali,"April 16, 2026",Aifa Fatimata Niane Ndoye,Consultant Qualification Selection,SN-FSRP-SN-484615-CS-CQS,"January 30, 2026",287338.48,Post
1881032,P160708,Regional Off-Grid Electricity Access Project,1881032,Consultant Services,Togo,"April 16, 2026",Elisa Portale,Direct Selection,NG-ECOWAS-OCEM-501356-CS-CDS,"March 25, 2026",22448.12,Post
1881033,P166796,Mali Electricity Sector Improvement Project (MESIP),1881033,Consultant Services,Cote d'Ivoire,"April 16, 2026",Abdou Mbaye,Consultant Qualification Selection,CS-REF-12,"November 26, 2021",349916.24,Prior
1881035,P162594,Multipurpose Cadaster Project,1881035,Consultant Services,Colombia,"April 16, 2026",Ivonne Astrid Moreno Horta,Individual Consultant Selection,DNP-OR-049-2026,"April 13, 2026",11651.6,Post
1881034,P164293,Burkina Faso Higher Education Support Project,1881034,Works,Burkina Faso,"April 16, 2026",Amina Debissa Denboba,Request for Bids,BF-PAES-343982-CW-RFB,"October 10, 2023",166754.53,Post
1881036,P162594,Multipurpose Cadaster Project,1881036,Consultant Services,Colombia,"April 16, 2026",Ivonne Astrid Moreno Horta,Individual Consultant Selection,CO-ANT-467377-CS-INDV,"May 21, 2025",25503.34,Post
1881037,P162833,Improving the Performance of Non-Criminal Justice Services,1881037,Consultant Services,Peru,"April 16, 2026",Ruben Leonel Ruano Chinchilla,Individual Consultant Selection,PE-PJ-488145-CS-INDV,"August 29, 2025",25577.68,Post
1881038,P160865,Livestock Productivity and Resilience Support Project,1881038,Consultant Services,Nigeria,"April 16, 2026",Manievel Sene,Consultant Qualification Selection,NG-NIGER L-PRES-541181-CS-CDS,"September 24, 2025",31987.49,Post
1881039,P179520,Belize Reliant and Resilient Energy System Project,1881039,Consultant Services,Belize,"April 16, 2026",Rutu Dave,Direct Selection,BZ-MFEDI - CEU-522095-CS-CDS,"January 13, 2025",16482.7,Post
1881042,P176594,Getting Results: Access and Delivery of Quality Education Services in Punjab Project,1881042,Goods,Pakistan,"April 16, 2026",Izza Farrakh,Request for Quotations,PK-SED PUNJAB-539320-GO-RFQ,"March 26, 2026",2129.99,Post
1881043,P176594,Getting Results: Access and Delivery of Quality Education Services in Punjab Project,1881043,Goods,Pakistan,"April 16, 2026",Izza Farrakh,Request for Quotations,PK-SED PUNJAB-539320-GO-RFQ,"March 30, 2026",18996.29,Post
1881040,P162594,Multipurpose Cadaster Project,1881040,Consultant Services,Colombia,"April 16, 2026",Ivonne Astrid Moreno Horta,Individual Consultant Selection,CO-ANT-467377-CS-INDV,"July 21, 2025",11534.17,Post
1881041,P176594,Getting Results: Access and Delivery of Quality Education Services in Punjab Project,1881041,Goods,Pakistan,"April 16, 2026",Izza Farrakh,Request for Quotations,PK-SED PUNJAB-539320-GO-RFQ,"March 26, 2026",44867.77,Post
1881044,P179520,Belize Reliant and Resilient Energy System Project,1881044,Consultant Services,Belize,"April 16, 2026",Rutu Dave,Direct Selection,BZ-MFEDI - CEU-522093-CS-CDS,"January 13, 2025",9695.7,Post
1881045,P162833,Improving the Performance of Non-Criminal Justice Services,1881045,Consultant Services,Peru,"April 16, 2026",Ruben Leonel Ruano Chinchilla,Individual Consultant Selection,PE-PJ-504143-CS-INDV,"September 11, 2025",27554.14,Post
1881046,P179520,Belize Reliant and Resilient Energy System Project,1881046,Goods,Belize,"April 16, 2026",Rutu Dave,Request for Bids,BZ-MFEDI - CEU-522097-GO-RFB,"January 22, 2025",49211.51,Post
1881048,P179520,Belize Reliant and Resilient Energy System Project,1881048,Consultant Services,Belize,"April 16, 2026",Rutu Dave,Direct Selection,BZ-CEU-4317540-CS-CDS,"May 27, 2024",11928.52,Post
1881049,P162594,Multipurpose Cadaster Project,1881049,Consultant Services,Colombia,"April 16, 2026",Ivonne Astrid Moreno Horta,Individual Consultant Selection,CO-ANT-467377-CS-INDV,"May 23, 2025",7689.45,Post
1881050,P161319,Tina River Hydropower Development Project,1881050,Consultant Services,Solomon Islands,"April 16, 2026",Nicolas Jean Marie Sans,Individual Consultant Selection,SB-MMERE-535397-CS-INDV,"April 10, 2026",55367.08,Post
1881051,P500764,Indonesia Supporting Health Transformation Project (I-SeHat),1881051,Consultant Services,Indonesia,"April 17, 2026",Pandu Harimurti,Direct Selection,ID-BOPD-518496-CS-CDS,"October 14, 2025",11587.86,Post
1881052,P166328,Emergency Agricultural Livelihoods and Climate Resilience Project,1881052,Consultant Services,Dominica,"April 17, 2026",Winston Dawes,Direct Selection,DM-MAF-546024-CS-CDS,"June 22, 2023",36598.89,Post
1881054,P169943,Urban Productive Safety Net and Jobs Project,1881054,Goods,Ethiopia,"April 17, 2026",Ayuba Sani Hussein,Request for Quotations,ET-AMHARA -SHEWA ROBIT-513809-GO-RFQ,"March 2, 2026",7710.07,Post
1881055,P169943,Urban Productive Safety Net and Jobs Project,1881055,Goods,Ethiopia,"April 17, 2026",Ayuba Sani Hussein,Request for Quotations,ET-AMHARA-WOLDYA-515015-GO-RFQ,"March 30, 2026",6974.43,Post
1881056,P163734,Dushanbe Water Supply and Wastewater Project,1881056,Consultant Services,Tajikistan,"April 17, 2026",Aleix Serrat Capdevila,Direct Selection,DWSWP-DS-CQS-12,"April 9, 2026",20021.09,Post
1881058,P169943,Urban Productive Safety Net and Jobs Project,1881058,Goods,Ethiopia,"April 17, 2026",Ayuba Sani Hussein,Request for Quotations,ET-AMHARA-WOLDYA-515015-GO-RFQ,"March 30, 2026",19279.84,Post
1881057,P169943,Urban Productive Safety Net and Jobs Project,1881057,Goods,Ethiopia,"April 17, 2026",Ayuba Sani Hussein,Request for Quotations,ET-AMHARA-WOLDYA-515015-GO-RFQ,"March 30, 2026",2329.61,Post
1881059,P165821,Kiribati: Pacific Islands Regional Oceanscape Program,1881059,Goods,Kiribati,"April 17, 2026",Xavier F. P. Vincent,Request for Quotations,KI-MFMRD-503671-GO-RFQ,"March 18, 2026",72716.38,Post
1881061,P177871,Electricity Sector Modernization and Sustainability Project,1881061,Consultant Services,Uzbekistan,"April 17, 2026",Maksudjon Safarov,Individual Consultant Selection,KG/KEMS/CS/2026/IC-02,"April 10, 2026",30000.0,Post
1881060,P165821,Kiribati: Pacific Islands Regional Oceanscape Program,1881060,Goods,New Caledonia,"April 17, 2026",Xavier F. P. Vincent,Request for Quotations,KI-MFMRD-503671-GO-RFQ,"March 18, 2026",11160.0,Post
1881063,P173114,Comoros Interisland Connectivity Project,1881063,Consultant Services,Benin,"April 17, 2026",Atsushi Iimi,Least Cost Selection,KM-PICMC-455241-CS-LCS,"June 23, 2025",26858.4,Post
1881062,P178545,Community Livelihood Enhancement And Resilience,1881062,Non-consulting Services,Lao People's Democratic Republic,"April 17, 2026",Kaori Oshima,Request for Quotations,CLEAR_IDA_NC-005 (0061/CLEAR-SLV),"April 9, 2026",26599.37,Post
1881064,P168633,Kerala Solid Waste Management Project,1881064,Goods,India,"April 17, 2026",Zhiyu Jerry Chen,Direct Selection,IN-ULB TSR TSR-518568-GO-DIR,"January 12, 2026",64058.76,Post
1881066,P164424,Montenegro Second Institutional Development and Agriculture Strengthening Project,1881066,Consultant Services,Montenegro,"April 17, 2026",Teklu Tesfaye,Consultant Qualification Selection,1.2.2.1.6,"March 4, 2026",14253.8,Post
1881068,P164424,Montenegro Second Institutional Development and Agriculture Strengthening Project,1881068,Consultant Services,North Macedonia,"April 17, 2026",Teklu Tesfaye,Consultant Qualification Selection,1.2.3.37,"March 31, 2026",140970.08,Post
1881069,P173088,Somali Electricity Sector Recovery Project,1881069,Consultant Services,Kenya,"April 17, 2026",Paul Baringanire,Individual Consultant Selection,SO-MOEWR-494591-CS-INDV,"May 27, 2025",212800.0,Post
1881070,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881070,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, SOLAN-486522-CW-RFQ","August 7, 2025",15745.87,Post
1881072,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881072,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, SOLAN-486522-CW-RFQ","August 7, 2025",15745.87,Post
1881073,P165128,Boosting Inclusive Growth for Zanzibar: Integrated Development Project,1881073,Works,Tanzania,"April 17, 2026",Lulu Simon Dunia,Request for Bids,TZ-POFP-496998-CW-RFB,"January 30, 2026",1167709.02,Post
1881074,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881074,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, SOLAN-486522-CW-RFQ","August 7, 2025",15745.87,Post
1881075,P164424,Montenegro Second Institutional Development and Agriculture Strengthening Project,1881075,Goods,Montenegro,"April 17, 2026",Teklu Tesfaye,Request for Quotations,2.2.7.,"March 31, 2026",54899.94,Post
1881076,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881076,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, KANGRA-511293-CW-RFQ","October 31, 2025",2445.97,Post
1881077,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881077,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, KANGRA-511293-CW-RFQ","October 31, 2025",4821.73,Post
1881078,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881078,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, KANGRA-511293-CW-RFQ","October 31, 2025",4660.7,Post
1881079,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881079,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, KANGRA-511293-CW-RFQ","October 31, 2025",4996.51,Post
1881083,P167794,"One WASH—Consolidated Water Supply, Sanitation, and Hygiene Account Project (One WASH—CWA)",1881083,Works,Ethiopia,"April 17, 2026",Taibou Adamou Maiga,Request for Quotations,ET-MOH-320406-CW-RFQ,"May 25, 2023",5638.4,Post
1881081,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881081,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, KANGRA-511293-CW-RFQ","October 29, 2025",4669.11,Post
1881080,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881080,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, KANGRA-511293-CW-RFQ","October 29, 2025",4933.78,Post
1881082,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881082,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, KANGRA-511293-CW-RFQ","October 29, 2025",4287.17,Post
1881084,P178831,Tajikistan Millati Solim Project,1881084,Works,Tajikistan,"April 17, 2026",Takahiro Hasumi,Request for Bids,MOHSP/TMSP/RFB-W/025/003,"December 30, 2025",487745.28,Post
1881085,P180085,Harmonizing and Improving Statistics in West and Central Africa - Series of Projects Two (HISWACA - SOP 2),1881085,Consultant Services,Gabon,"April 17, 2026",Mervy Ever Viboudoulou Vilpoux,Individual Consultant Selection,GA-CN TIPPEE-428652-CS-INDV,"April 7, 2025",99130.89,Post
1881087,P171664,Economic Linkages for Diversification,1881087,Non-consulting Services,Mozambique,"April 17, 2026",Laurent Olivier Corthay,Direct Selection,MZ-MEF-DNT-487787-NC-DIR,"November 17, 2025",28339.74,Post
1881086,P168779,Niger Learning Improvement for Results in Education Project,1881086,Consultant Services,Niger,"April 17, 2026",Marie Jacqueline Yvette Sacadura,Individual Consultant Selection,NE-P-LIRE-527046-CS-INDV,"January 30, 2026",52357.99,Post
1881088,P175803,CHAD Improving Learning Outcomes Project,1881088,Consultant Services,Cameroon,"April 17, 2026",Harisoa Danielle Rasolonjatovo Andriamihamina,Consultant Qualification Selection,TD-CILOP-500084-CS-CQS,"March 30, 2026",220964.81,Post
1881089,P177895,MSME Competitiveness Project,1881089,Consultant Services,Moldova,"April 17, 2026",Graciela Miralles Murciego,Individual Consultant Selection,MD-CEP-531512-CS-INDV,"April 15, 2026",84816.0,Post
1881090,P176683,CAR-Electricity Sector Strengthening and Access Project,1881090,Consultant Services,Central African Republic,"April 17, 2026",Monyl Toga,Quality And Cost-Based Selection,PARSE/043/CS/SFQC/24,"February 16, 2026",341211.38,Post
1881091,P178176,Empowering Women Entrepreneurs and Upgrading MSMEs for Economic Transformation and Jobs in DRC Project,1881091,Goods,Belgium,"April 17, 2026",Zouhour Karray,Request for Quotations,ZR-TRANSFORME-480947-GO-RFQ,"February 26, 2026",1267029.0,Post
1881092,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881092,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, KANGRA-511293-CW-RFQ","November 29, 2025",4845.85,Post
1881093,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881093,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, KANGRA-511293-CW-RFQ","November 29, 2025",5052.0,Post
1881094,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881094,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, KANGRA-511293-CW-RFQ","November 29, 2025",5014.32,Post
1881095,P179211,Adaptive and Productive Social Safety Net Project,1881095,Consultant Services,Cote d'Ivoire,"April 17, 2026",Gbetoho Joachim Boko,Least Cost Selection,CF-NDOYE-472740-CS-LCS,"April 15, 2026",26758.16,Post
1881096,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881096,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, KANGRA-511293-CW-RFQ","November 4, 2025",7133.88,Post
1881097,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881097,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, KANGRA-511293-CW-RFQ","November 4, 2025",7900.8,Post
1881098,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881098,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, KANGRA-511293-CW-RFQ","November 4, 2025",8916.63,Post
1881099,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881099,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, KANGRA-511293-CW-RFQ","November 4, 2025",9481.51,Post
1881103,P174814,Great Lakes Trade Facilitation and Integration Project,1881103,Goods,Burundi,"April 17, 2026",Marie Christine Apedo Amah,Request for Quotations,BI-BI-MOF-367786-GO-RFQ,"February 14, 2025",13304.99,Post
1881102,P178831,Tajikistan Millati Solim Project,1881102,Works,Tajikistan,"April 17, 2026",Takahiro Hasumi,Request for Bids,MOHSP/TMSP/RFB-W/025/002,"October 29, 2025",1050107.25,Post
1881100,P180085,Harmonizing and Improving Statistics in West and Central Africa - Series of Projects Two (HISWACA - SOP 2),1881100,Consultant Services,Gabon,"April 17, 2026",Mervy Ever Viboudoulou Vilpoux,Individual Consultant Selection,GA-CN TIPPEE-428649-CS-INDV,"December 4, 2024",129301.16,Post
1881101,P178831,Tajikistan Millati Solim Project,1881101,Works,Tajikistan,"April 17, 2026",Takahiro Hasumi,Request for Bids,MOHSP/TMSP/RFB-W/025/002,"October 29, 2025",1069454.93,Post
1881104,P179449,Senegal River Valley Development and Resilience Project,1881104,Consultant Services,Mali,"April 17, 2026",Benjamin Burckhart,Quality And Cost-Based Selection,03/PI/PRDC-VFS/CPMP/2026,"April 14, 2026",169353.57,Post
1881106,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881106,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, SHIMLA-288862-CW-RFQ","September 26, 2022",2320.91,Post
1881105,P179293,East Africa Girls' Empowerment and Resilience,1881105,Consultant Services,Mozambique,"April 17, 2026",Sara Troiano,Individual Consultant Selection,MZ-SEJE-497381-CS-INDV,"September 15, 2025",63000.0,Post
1881107,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881107,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, SOLAN-486527-CW-RFQ","August 7, 2025",15745.87,Post
1881108,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881108,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, SHIMLA-288862-CW-RFQ","September 20, 2022",2917.02,Post
1881109,P180076,"Lowlands Livelihood Resilience Project, Phase Two (LLRP II)",1881109,Works,Ethiopia,"April 17, 2026",Esayas Nigatu Gebremeskel,Request for Bids,ET-SWE-RPCU-455589-CW-RFB,"June 23, 2025",170519.88,Post
1881110,P172657,Improving Learning and Empowering Girls in Mozambique,1881110,Goods,Mozambique,"April 17, 2026",Lucia Jose Nhampossa,Request for Quotations,195/G/ILEGP/23,"July 26, 2024",42933.68,Post
1881111,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881111,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, SHIMLA-288862-CW-RFQ","September 20, 2022",2905.05,Post
1881112,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881112,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, SHIMLA-288862-CW-RFQ","September 20, 2022",2907.35,Post
1881113,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881113,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, SHIMLA-288862-CW-RFQ","September 30, 2022",5283.06,Post
1881114,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881114,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, SOLAN-486527-CW-RFQ","August 7, 2025",15745.87,Post
1881115,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881115,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, SHIMLA-288862-CW-RFQ","September 20, 2022",2963.86,Post
1881116,P172627,Skills for A Vibrant Economy Project,1881116,Consultant Services,Malawi,"April 17, 2026",Nobuyuki Tanaka,Individual Consultant Selection,MW-MOE-340819-CS-INDV.,"January 2, 2024",29757.61,Post
1881117,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881117,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, SHIMLA-288862-CW-RFQ","September 20, 2022",2669.69,Post
1881119,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881119,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, SOLAN-486527-CW-RFQ","August 7, 2025",15745.87,Post
1881118,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881118,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, SHIMLA-288862-CW-RFQ","September 20, 2022",2637.2,Post
1881123,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881123,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, SOLAN-486527-CW-RFQ","August 7, 2025",15745.87,Post
1881122,P177467,Kyrgyz Republic Air Quality Improvement Project,1881122,Consultant Services,Kazakhstan,"April 17, 2026",Frank Van Woerden,Individual Consultant Selection,AQIP/1.2/LS/INC/1 - 2026,"April 13, 2026",31244.96,Post
1881120,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881120,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, SHIMLA-288862-CW-RFQ","September 20, 2022",2663.86,Post
1881121,P160005,Climate Resilience Multi-Phase Programmatic Approach,1881121,Goods,Sri Lanka,"April 17, 2026",Elad Shenfeld,Request for Bids,SLMOI/CRES/DMC/G/NCB/42-2,"February 11, 2026",46753.49,Post
1881124,P174034,Niger Accelerating Electricity Access Project (Haské),1881124,Consultant Services,Niger,"April 17, 2026",Emmanuel Py,Quality And Cost-Based Selection,DP 03/2025/HASKE/NIGELEC,"April 8, 2026",21595.09,Post
1881125,P171250,Employment Support Project,1881125,Consultant Services,Azerbaijan,"April 17, 2026",Anna Sukhova,Quality And Cost-Based Selection,AZ-MLSPP-497385-CS-QCBS,"March 19, 2026",4127955.06,Prior
1881127,P180076,"Lowlands Livelihood Resilience Project, Phase Two (LLRP II)",1881127,Goods,Ethiopia,"April 17, 2026",Esayas Nigatu Gebremeskel,Request for Quotations,ET-GAM-RPCU-520922-GO-RFQ,"February 18, 2026",634.23,Post
1881126,P180076,"Lowlands Livelihood Resilience Project, Phase Two (LLRP II)",1881126,Goods,Ethiopia,"April 17, 2026",Esayas Nigatu Gebremeskel,Request for Quotations,ET-GAM-RPCU-520922-GO-RFQ,"February 3, 2026",11617.64,Post
1881128,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881128,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, NAHAN-505007-CW-RFQ","October 16, 2025",5319.81,Post
1881129,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881129,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, NAHAN-505007-CW-RFQ","October 26, 2025",5305.39,Post
1881131,P165129,Integrated Project for Source Sustainability and Climate Resilient Rain-fed Agriculture in Himachal Pradesh,1881131,Works,India,"April 17, 2026",Saumya Srivastava,Request for Quotations,"IN-DPO, NAHAN-505007-CW-RFQ","October 28, 2025",5257.04,Post
